Vendor Name	Zattoo Europe Ltd.
Start Date	02/27/2022
End Date	03/26/2022
Transaction Date	Settlement Date	Apple Identifier	SKU	Title	Developer Name	Product Type Identifier	Country of Sale	Quantity	Partner Share	Extended Partner Share	Partner Share Currency	Customer Price	Customer Currency	Sale or Return	Promo Code	Order Type	Region
02/27/2022	02/28/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	273	7.14	1949.22	EUR	9.990	EUR	S				
02/28/2022	02/28/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	724	7.14	5169.36	EUR	9.990	EUR	S				
03/23/2022	03/24/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	82	7.14	585.48	EUR	9.990	EUR	S				
03/15/2022	03/15/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	0.26	-0.26	EUR	-.360	EUR	R				
03/02/2022	03/03/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-2	7.14	-14.28	EUR	-9.990	EUR	R				
03/19/2022	03/19/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	181	7.14	1292.34	EUR	9.990	EUR	S				
03/03/2022	03/03/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	6.92	-6.92	EUR	-9.680	EUR	R				
02/27/2022	02/27/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	2.29	-2.29	EUR	-3.210	EUR	R				
03/13/2022	03/13/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	206	7.14	1470.84	EUR	9.990	EUR	S				
03/25/2022	03/25/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	207	7.14	1477.98	EUR	9.990	EUR	S				
03/04/2022	03/04/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	6.46	-6.46	EUR	-9.040	EUR	R				
03/21/2022	03/21/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	5.30	-5.30	EUR	-7.420	EUR	R				
03/22/2022	03/22/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	3.00	-3.00	EUR	-4.190	EUR	R				
03/26/2022	03/26/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	1.19	-1.19	EUR	-1.670	EUR	R				
02/27/2022	02/27/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	211	7.14	1506.54	EUR	9.990	EUR	S				
03/04/2022	03/04/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	5.87	-5.87	EUR	-8.220	EUR	R				
03/26/2022	03/26/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	198	7.14	1413.72	EUR	9.990	EUR	S				
03/20/2022	03/20/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	7.14	-7.14	EUR	-9.990	EUR	R				
03/05/2022	03/05/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-2	4.09	-8.18	EUR	-5.720	EUR	R				
03/25/2022	03/26/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	66	7.14	471.24	EUR	9.990	EUR	S				
03/07/2022	03/08/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-2	7.14	-14.28	EUR	-9.990	EUR	R				
03/09/2022	03/09/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	6.92	-6.92	EUR	-9.680	EUR	R				
03/09/2022	03/09/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	198	7.14	1413.72	EUR	9.990	EUR	S				
03/22/2022	03/22/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	1.79	-1.79	EUR	-2.500	EUR	R				
03/07/2022	03/08/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	6.92	-6.92	EUR	-9.680	EUR	R				
03/12/2022	03/13/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	103	7.14	735.42	EUR	9.990	EUR	S				
03/01/2022	03/01/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	240	7.14	1713.60	EUR	9.990	EUR	S				
03/25/2022	03/26/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	1.85	-1.85	EUR	-2.580	EUR	R				
03/20/2022	03/20/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	4.15	-4.15	EUR	-5.810	EUR	R				
03/25/2022	03/25/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	3.46	-3.46	EUR	-4.840	EUR	R				
03/20/2022	03/20/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	165	7.14	1178.10	EUR	9.990	EUR	S				
03/18/2022	03/18/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	195	7.14	1392.30	EUR	9.990	EUR	S				
03/08/2022	03/08/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	5.77	-5.77	EUR	-8.070	EUR	R				
03/09/2022	03/09/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	6.23	-6.23	EUR	-8.710	EUR	R				
03/25/2022	03/26/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	7.14	-7.14	EUR	-9.990	EUR	R				
03/03/2022	03/03/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	6.66	-6.66	EUR	-9.310	EUR	R				
03/13/2022	03/13/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	6.00	-6.00	EUR	-8.390	EUR	R				
03/01/2022	03/02/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	6.90	-6.90	EUR	-9.660	EUR	R				
03/23/2022	03/23/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	6.22	-6.22	EUR	-8.700	EUR	R				
03/12/2022	03/12/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	3.32	-3.32	EUR	-4.650	EUR	R				
03/23/2022	03/23/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	7.14	-7.14	EUR	-9.990	EUR	R				
03/17/2022	03/18/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	54	7.14	385.56	EUR	9.990	EUR	S				
03/13/2022	03/14/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	67	7.14	478.38	EUR	9.990	EUR	S				
03/02/2022	03/02/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	3.06	-3.06	EUR	-4.290	EUR	R				
03/17/2022	03/18/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	7.14	-7.14	EUR	-9.990	EUR	R				
03/02/2022	03/03/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	91	7.14	649.74	EUR	9.990	EUR	S				
03/10/2022	03/11/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	81	7.14	578.34	EUR	9.990	EUR	S				
03/19/2022	03/19/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	2.30	-2.30	EUR	-3.220	EUR	R				
03/14/2022	03/14/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	193	7.14	1378.02	EUR	9.990	EUR	S				
03/10/2022	03/10/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	4.60	-4.60	EUR	-6.430	EUR	R				
03/08/2022	03/08/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	7.14	-7.14	EUR	-9.990	EUR	R				
03/11/2022	03/12/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	79	7.14	564.06	EUR	9.990	EUR	S				
03/09/2022	03/09/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	7.14	-7.14	EUR	-9.990	EUR	R				
03/08/2022	03/08/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	209	7.14	1492.26	EUR	9.990	EUR	S				
03/17/2022	03/17/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	240	7.14	1713.60	EUR	9.990	EUR	S				
03/02/2022	03/02/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	5.62	-5.62	EUR	-7.860	EUR	R				
03/20/2022	03/21/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	7.14	-7.14	EUR	-9.990	EUR	R				
03/12/2022	03/12/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	173	7.14	1235.22	EUR	9.990	EUR	S				
02/28/2022	02/28/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	7.14	-7.14	EUR	-9.990	EUR	R				
02/26/2022	02/27/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	65	7.14	464.10	EUR	9.990	EUR	S				
03/21/2022	03/21/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	2.22	-2.22	EUR	-3.100	EUR	R				
03/07/2022	03/07/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	230	7.14	1642.20	EUR	9.990	EUR	S				
03/06/2022	03/07/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	7.14	-7.14	EUR	-9.990	EUR	R				
03/14/2022	03/14/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	4.84	-4.84	EUR	-6.780	EUR	R				
03/18/2022	03/19/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	60	7.14	428.40	EUR	9.990	EUR	S				
03/01/2022	03/01/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	1.28	-1.28	EUR	-1.780	EUR	R				
03/05/2022	03/05/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	7.14	-7.14	EUR	-9.990	EUR	R				
03/01/2022	03/02/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	90	7.14	642.60	EUR	9.990	EUR	S				
03/24/2022	03/24/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	237	7.14	1692.18	EUR	9.990	EUR	S				
03/04/2022	03/05/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	64	7.14	456.96	EUR	9.990	EUR	S				
03/18/2022	03/18/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	2.71	-2.71	EUR	-3.790	EUR	R				
03/04/2022	03/04/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	7.14	-7.14	EUR	-9.990	EUR	R				
03/04/2022	03/04/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	6.13	-6.13	EUR	-8.580	EUR	R				
03/16/2022	03/16/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	6.68	-6.68	EUR	-9.350	EUR	R				
03/23/2022	03/23/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	6.45	-6.45	EUR	-9.020	EUR	R				
03/22/2022	03/23/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	60	7.14	428.40	EUR	9.990	EUR	S				
03/11/2022	03/11/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	220	7.14	1570.80	EUR	9.990	EUR	S				
03/21/2022	03/21/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	205	7.14	1463.70	EUR	9.990	EUR	S				
03/06/2022	03/06/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	7.14	-7.14	EUR	-9.990	EUR	R				
03/05/2022	03/05/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	238	7.14	1699.32	EUR	9.990	EUR	S				
03/26/2022	03/26/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	1.61	-1.61	EUR	-2.260	EUR	R				
02/28/2022	03/01/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	105	7.14	749.70	EUR	9.990	EUR	S				
03/06/2022	03/07/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	57	7.14	406.98	EUR	9.990	EUR	S				
03/16/2022	03/16/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	206	7.14	1470.84	EUR	9.990	EUR	S				
03/05/2022	03/06/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	72	7.14	514.08	EUR	9.990	EUR	S				
03/07/2022	03/08/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	65	7.14	464.10	EUR	9.990	EUR	S				
03/08/2022	03/09/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	77	7.14	549.78	EUR	9.990	EUR	S				
02/27/2022	02/27/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	6.38	-6.38	EUR	-8.930	EUR	R				
03/06/2022	03/06/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	217	7.14	1549.38	EUR	9.990	EUR	S				
03/14/2022	03/15/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	54	7.14	385.56	EUR	9.990	EUR	S				
03/20/2022	03/20/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	183	9.99	1828.17	EUR	13.990	EUR	S				
03/24/2022	03/24/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	159	9.99	1588.41	EUR	13.990	EUR	S				
03/22/2022	03/22/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	132	9.99	1318.68	EUR	13.990	EUR	S				
02/28/2022	02/28/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	-1	9.99	-9.99	EUR	-13.990	EUR	R				
03/24/2022	03/25/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	64	9.99	639.36	EUR	13.990	EUR	S				
03/12/2022	03/12/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	-2	9.99	-19.98	EUR	-13.990	EUR	R				
03/03/2022	03/04/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	-1	9.99	-9.99	EUR	-13.990	EUR	R				
03/02/2022	03/02/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	199	9.99	1988.01	EUR	13.990	EUR	S				
03/16/2022	03/16/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	137	9.99	1368.63	EUR	13.990	EUR	S				
03/07/2022	03/07/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	-1	9.99	-9.99	EUR	-13.990	EUR	R				
03/14/2022	03/15/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	45	9.99	449.55	EUR	13.990	EUR	S				
03/04/2022	03/05/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	81	9.99	809.19	EUR	13.990	EUR	S				
02/27/2022	02/28/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	209	9.99	2087.91	EUR	13.990	EUR	S				
03/19/2022	03/20/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	70	9.99	699.30	EUR	13.990	EUR	S				
03/07/2022	03/07/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	157	9.99	1568.43	EUR	13.990	EUR	S				
03/11/2022	03/11/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	165	9.99	1648.35	EUR	13.990	EUR	S				
02/28/2022	03/01/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	104	9.99	1038.96	EUR	13.990	EUR	S				
03/06/2022	03/06/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	-2	9.99	-19.98	EUR	-13.990	EUR	R				
03/04/2022	03/04/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	-3	9.99	-29.97	EUR	-13.990	EUR	R				
03/25/2022	03/25/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	-2	9.99	-19.98	EUR	-13.990	EUR	R				
03/02/2022	03/03/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	-1	9.99	-9.99	EUR	-13.990	EUR	R				
03/13/2022	03/13/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	155	9.99	1548.45	EUR	13.990	EUR	S				
03/05/2022	03/05/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	180	9.99	1798.20	EUR	13.990	EUR	S				
03/26/2022	03/26/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	171	9.99	1708.29	EUR	13.990	EUR	S				
03/08/2022	03/09/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	55	9.99	549.45	EUR	13.990	EUR	S				
02/27/2022	02/27/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	144	9.99	1438.56	EUR	13.990	EUR	S				
03/19/2022	03/19/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	153	9.99	1528.47	EUR	13.990	EUR	S				
03/10/2022	03/10/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	-1	9.99	-9.99	EUR	-13.990	EUR	R				
03/17/2022	03/17/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	158	9.99	1578.42	EUR	13.990	EUR	S				
03/07/2022	03/08/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	57	9.99	569.43	EUR	13.990	EUR	S				
02/26/2022	02/27/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	64	9.99	639.36	EUR	13.990	EUR	S				
03/04/2022	03/04/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	178	9.99	1778.22	EUR	13.990	EUR	S				
03/10/2022	03/11/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	-1	9.99	-9.99	EUR	-13.990	EUR	R				
03/21/2022	03/21/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	169	9.99	1688.31	EUR	13.990	EUR	S				
03/06/2022	03/07/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	71	9.99	709.29	EUR	13.990	EUR	S				
03/25/2022	03/26/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	58	9.99	579.42	EUR	13.990	EUR	S				
03/25/2022	03/25/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	141	9.99	1408.59	EUR	13.990	EUR	S				
03/16/2022	03/17/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	53	9.99	529.47	EUR	13.990	EUR	S				
03/14/2022	03/14/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	147	9.99	1468.53	EUR	13.990	EUR	S				
03/01/2022	03/02/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	84	9.99	839.16	EUR	13.990	EUR	S				
03/23/2022	03/23/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	168	9.99	1678.32	EUR	13.990	EUR	S				
03/20/2022	03/21/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	64	9.99	639.36	EUR	13.990	EUR	S				
03/11/2022	03/11/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	-1	9.99	-9.99	EUR	-13.990	EUR	R				
03/21/2022	03/22/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	43	9.99	429.57	EUR	13.990	EUR	S				
03/05/2022	03/06/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	83	9.99	829.17	EUR	13.990	EUR	S				
03/18/2022	03/18/2022	1497499441	freetrial.de.zattoo.ios.de.auto.ult.10	freetrial.de.zattoo.ios.de.auto_ult_1399_30		IAY	DE	-2	9.99	-19.98	EUR	-13.990	EUR	R				
